word1,word2,count,field,fielddef
"cluster","cluster",0,19,"Astrophysics-of-Galaxies"
"cluster","radio",0,19,"Astrophysics-of-Galaxies"
"cluster","pulsar",0,19,"Astrophysics-of-Galaxies"
"cluster","array",0,19,"Astrophysics-of-Galaxies"
"cluster","disk",0,19,"Astrophysics-of-Galaxies"
"cluster","galaxy",6,19,"Astrophysics-of-Galaxies
"cluster","jet",0,19,"Astrophysics-of-Galaxies"
"cluster","debri",0,19,"Astrophysics-of-Galaxies"
"cluster","young",0,19,"Astrophysics-of-Galaxies"
"cluster","black",1,19,"Astrophysics-of-Galaxies
"cluster","cloud",1,19,"Astrophysics-of-Galaxies
"cluster","white",0,19,"Astrophysics-of-Galaxies"
"cluster","molecular",0,19,"Astrophysics-of-Galaxies"
"cluster","neutron",0,19,"Astrophysics-of-Galaxies"
"cluster","star",0,19,"Astrophysics-of-Galaxies"
"cluster","dwarf",0,19,"Astrophysics-of-Galaxies"
"cluster","dark",0,19,"Astrophysics-of-Galaxies"
"cluster","formation",0,19,"Astrophysics-of-Galaxies"
"cluster","magellanic",1,19,"Astrophysics-of-Galaxies
"cluster","hole",1,19,"Astrophysics-of-Galaxies
"cluster","data",0,19,"Astrophysics-of-Galaxies"
"cluster","supermassive",1,19,"Astrophysics-of-Galaxies
"cluster","blazar",0,19,"Astrophysics-of-Galaxies"
"cluster","simulation",0,19,"Astrophysics-of-Galaxies"
"cluster","large",0,19,"Astrophysics-of-Galaxies"
"cluster","matter",0,19,"Astrophysics-of-Galaxies"
"cluster","relation",0,19,"Astrophysics-of-Galaxies"
"radio","cluster",0,19,"Astrophysics-of-Galaxies"
"radio","radio",0,19,"Astrophysics-of-Galaxies"
"radio","pulsar",0,19,"Astrophysics-of-Galaxies"
"radio","array",3,19,"Astrophysics-of-Galaxies
"radio","disk",0,19,"Astrophysics-of-Galaxies"
"radio","galaxy",1,19,"Astrophysics-of-Galaxies
"radio","jet",0,19,"Astrophysics-of-Galaxies"
"radio","debri",0,19,"Astrophysics-of-Galaxies"
"radio","young",0,19,"Astrophysics-of-Galaxies"
"radio","black",0,19,"Astrophysics-of-Galaxies"
"radio","cloud",0,19,"Astrophysics-of-Galaxies"
"radio","white",0,19,"Astrophysics-of-Galaxies"
"radio","molecular",0,19,"Astrophysics-of-Galaxies"
"radio","neutron",0,19,"Astrophysics-of-Galaxies"
"radio","star",0,19,"Astrophysics-of-Galaxies"
"radio","dwarf",0,19,"Astrophysics-of-Galaxies"
"radio","dark",0,19,"Astrophysics-of-Galaxies"
"radio","formation",0,19,"Astrophysics-of-Galaxies"
"radio","magellanic",0,19,"Astrophysics-of-Galaxies"
"radio","hole",0,19,"Astrophysics-of-Galaxies"
"radio","data",0,19,"Astrophysics-of-Galaxies"
"radio","supermassive",0,19,"Astrophysics-of-Galaxies"
"radio","blazar",0,19,"Astrophysics-of-Galaxies"
"radio","simulation",0,19,"Astrophysics-of-Galaxies"
"radio","large",0,19,"Astrophysics-of-Galaxies"
"radio","matter",0,19,"Astrophysics-of-Galaxies"
"radio","relation",0,19,"Astrophysics-of-Galaxies"
"pulsar","cluster",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","radio",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","pulsar",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","array",1,1,"Instrumentation-and-Methods-for-Astrophysics
"pulsar","disk",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","galaxy",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","jet",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","debri",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","young",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","black",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","cloud",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","white",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","molecular",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","neutron",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","star",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","dwarf",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","dark",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","formation",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","magellanic",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","hole",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","data",3,1,"Instrumentation-and-Methods-for-Astrophysics
"pulsar","supermassive",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","blazar",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","simulation",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","large",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","matter",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"pulsar","relation",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","cluster",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","radio",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","pulsar",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","array",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","disk",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","galaxy",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","jet",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","debri",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","young",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","black",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","cloud",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","white",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","molecular",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","neutron",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","star",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","dwarf",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","dark",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","formation",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","magellanic",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","hole",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","data",1,1,"Instrumentation-and-Methods-for-Astrophysics
"array","supermassive",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","blazar",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","simulation",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","large",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","matter",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"array","relation",0,1,"Instrumentation-and-Methods-for-Astrophysics"
"disk","cluster",0,19,"Astrophysics-of-Galaxies"
"disk","radio",0,19,"Astrophysics-of-Galaxies"
"disk","pulsar",0,19,"Astrophysics-of-Galaxies"
"disk","array",0,19,"Astrophysics-of-Galaxies"
"disk","disk",0,19,"Astrophysics-of-Galaxies"
"disk","galaxy",4,19,"Astrophysics-of-Galaxies
"disk","jet",0,19,"Astrophysics-of-Galaxies"
"disk","debri",0,19,"Astrophysics-of-Galaxies"
"disk","young",0,19,"Astrophysics-of-Galaxies"
"disk","black",0,19,"Astrophysics-of-Galaxies"
"disk","cloud",0,19,"Astrophysics-of-Galaxies"
"disk","white",0,19,"Astrophysics-of-Galaxies"
"disk","molecular",0,19,"Astrophysics-of-Galaxies"
"disk","neutron",0,19,"Astrophysics-of-Galaxies"
"disk","star",0,19,"Astrophysics-of-Galaxies"
"disk","dwarf",0,19,"Astrophysics-of-Galaxies"
"disk","dark",0,19,"Astrophysics-of-Galaxies"
"disk","formation",0,19,"Astrophysics-of-Galaxies"
"disk","magellanic",0,19,"Astrophysics-of-Galaxies"
"disk","hole",0,19,"Astrophysics-of-Galaxies"
"disk","data",0,19,"Astrophysics-of-Galaxies"
"disk","supermassive",0,19,"Astrophysics-of-Galaxies"
"disk","blazar",0,19,"Astrophysics-of-Galaxies"
"disk","simulation",0,19,"Astrophysics-of-Galaxies"
"disk","large",0,19,"Astrophysics-of-Galaxies"
"disk","matter",0,19,"Astrophysics-of-Galaxies"
"disk","relation",0,19,"Astrophysics-of-Galaxies"
"galaxy","cluster",0,19,"Astrophysics-of-Galaxies"
"galaxy","radio",0,19,"Astrophysics-of-Galaxies"
"galaxy","pulsar",0,19,"Astrophysics-of-Galaxies"
"galaxy","array",0,19,"Astrophysics-of-Galaxies"
"galaxy","disk",0,19,"Astrophysics-of-Galaxies"
"galaxy","galaxy",0,19,"Astrophysics-of-Galaxies"
"galaxy","jet",0,19,"Astrophysics-of-Galaxies"
"galaxy","debri",0,19,"Astrophysics-of-Galaxies"
"galaxy","young",0,19,"Astrophysics-of-Galaxies"
"galaxy","black",0,19,"Astrophysics-of-Galaxies"
"galaxy","cloud",0,19,"Astrophysics-of-Galaxies"
"galaxy","white",0,19,"Astrophysics-of-Galaxies"
"galaxy","molecular",0,19,"Astrophysics-of-Galaxies"
"galaxy","neutron",0,19,"Astrophysics-of-Galaxies"
"galaxy","star",0,19,"Astrophysics-of-Galaxies"
"galaxy","dwarf",0,19,"Astrophysics-of-Galaxies"
"galaxy","dark",0,19,"Astrophysics-of-Galaxies"
"galaxy","formation",0,19,"Astrophysics-of-Galaxies"
"galaxy","magellanic",0,19,"Astrophysics-of-Galaxies"
"galaxy","hole",0,19,"Astrophysics-of-Galaxies"
"galaxy","data",0,19,"Astrophysics-of-Galaxies"
"galaxy","supermassive",0,19,"Astrophysics-of-Galaxies"
"galaxy","blazar",0,19,"Astrophysics-of-Galaxies"
"galaxy","simulation",3,19,"Astrophysics-of-Galaxies
"galaxy","large",0,19,"Astrophysics-of-Galaxies"
"galaxy","matter",0,19,"Astrophysics-of-Galaxies"
"galaxy","relation",0,19,"Astrophysics-of-Galaxies"
"jet","cluster",0,19,"Astrophysics-of-Galaxies"
"jet","radio",1,19,"Astrophysics-of-Galaxies
"jet","pulsar",0,19,"Astrophysics-of-Galaxies"
"jet","array",0,19,"Astrophysics-of-Galaxies"
"jet","disk",0,19,"Astrophysics-of-Galaxies"
"jet","galaxy",0,19,"Astrophysics-of-Galaxies"
"jet","jet",0,19,"Astrophysics-of-Galaxies"
"jet","debri",0,19,"Astrophysics-of-Galaxies"
"jet","young",0,19,"Astrophysics-of-Galaxies"
"jet","black",0,19,"Astrophysics-of-Galaxies"
"jet","cloud",0,19,"Astrophysics-of-Galaxies"
"jet","white",0,19,"Astrophysics-of-Galaxies"
"jet","molecular",0,19,"Astrophysics-of-Galaxies"
"jet","neutron",0,19,"Astrophysics-of-Galaxies"
"jet","star",0,19,"Astrophysics-of-Galaxies"
"jet","dwarf",0,19,"Astrophysics-of-Galaxies"
"jet","dark",0,19,"Astrophysics-of-Galaxies"
"jet","formation",0,19,"Astrophysics-of-Galaxies"
"jet","magellanic",0,19,"Astrophysics-of-Galaxies"
"jet","hole",0,19,"Astrophysics-of-Galaxies"
"jet","data",0,19,"Astrophysics-of-Galaxies"
"jet","supermassive",0,19,"Astrophysics-of-Galaxies"
"jet","blazar",3,19,"Astrophysics-of-Galaxies
"jet","simulation",0,19,"Astrophysics-of-Galaxies"
"jet","large",0,19,"Astrophysics-of-Galaxies"
"jet","matter",0,19,"Astrophysics-of-Galaxies"
"jet","relation",0,19,"Astrophysics-of-Galaxies"
"debri","cluster",0,3,"Earth-and-Planetary-Astrophysics"
"debri","radio",0,3,"Earth-and-Planetary-Astrophysics"
"debri","pulsar",0,3,"Earth-and-Planetary-Astrophysics"
"debri","array",0,3,"Earth-and-Planetary-Astrophysics"
"debri","disk",4,3,"Earth-and-Planetary-Astrophysics
"debri","galaxy",0,3,"Earth-and-Planetary-Astrophysics"
"debri","jet",0,3,"Earth-and-Planetary-Astrophysics"
"debri","debri",0,3,"Earth-and-Planetary-Astrophysics"
"debri","young",1,3,"Earth-and-Planetary-Astrophysics
"debri","black",0,3,"Earth-and-Planetary-Astrophysics"
"debri","cloud",0,3,"Earth-and-Planetary-Astrophysics"
"debri","white",0,3,"Earth-and-Planetary-Astrophysics"
"debri","molecular",0,3,"Earth-and-Planetary-Astrophysics"
"debri","neutron",0,3,"Earth-and-Planetary-Astrophysics"
"debri","star",0,3,"Earth-and-Planetary-Astrophysics"
"debri","dwarf",0,3,"Earth-and-Planetary-Astrophysics"
"debri","dark",0,3,"Earth-and-Planetary-Astrophysics"
"debri","formation",0,3,"Earth-and-Planetary-Astrophysics"
"debri","magellanic",0,3,"Earth-and-Planetary-Astrophysics"
"debri","hole",0,3,"Earth-and-Planetary-Astrophysics"
"debri","data",0,3,"Earth-and-Planetary-Astrophysics"
"debri","supermassive",0,3,"Earth-and-Planetary-Astrophysics"
"debri","blazar",0,3,"Earth-and-Planetary-Astrophysics"
"debri","simulation",0,3,"Earth-and-Planetary-Astrophysics"
"debri","large",0,3,"Earth-and-Planetary-Astrophysics"
"debri","matter",0,3,"Earth-and-Planetary-Astrophysics"
"debri","relation",0,3,"Earth-and-Planetary-Astrophysics"
"young","cluster",0,17,"Solar-and-Stellar-Astrophysics"
"young","radio",0,17,"Solar-and-Stellar-Astrophysics"
"young","pulsar",0,17,"Solar-and-Stellar-Astrophysics"
"young","array",0,17,"Solar-and-Stellar-Astrophysics"
"young","disk",2,17,"Solar-and-Stellar-Astrophysics
"young","galaxy",0,17,"Solar-and-Stellar-Astrophysics"
"young","jet",0,17,"Solar-and-Stellar-Astrophysics"
"young","debri",0,17,"Solar-and-Stellar-Astrophysics"
"young","young",0,17,"Solar-and-Stellar-Astrophysics"
"young","black",0,17,"Solar-and-Stellar-Astrophysics"
"young","cloud",0,17,"Solar-and-Stellar-Astrophysics"
"young","white",0,17,"Solar-and-Stellar-Astrophysics"
"young","molecular",0,17,"Solar-and-Stellar-Astrophysics"
"young","neutron",0,17,"Solar-and-Stellar-Astrophysics"
"young","star",0,17,"Solar-and-Stellar-Astrophysics"
"young","dwarf",0,17,"Solar-and-Stellar-Astrophysics"
"young","dark",0,17,"Solar-and-Stellar-Astrophysics"
"young","formation",0,17,"Solar-and-Stellar-Astrophysics"
"young","magellanic",0,17,"Solar-and-Stellar-Astrophysics"
"young","hole",0,17,"Solar-and-Stellar-Astrophysics"
"young","data",0,17,"Solar-and-Stellar-Astrophysics"
"young","supermassive",0,17,"Solar-and-Stellar-Astrophysics"
"young","blazar",0,17,"Solar-and-Stellar-Astrophysics"
"young","simulation",0,17,"Solar-and-Stellar-Astrophysics"
"young","large",0,17,"Solar-and-Stellar-Astrophysics"
"young","matter",0,17,"Solar-and-Stellar-Astrophysics"
"young","relation",0,17,"Solar-and-Stellar-Astrophysics"
"black","cluster",0,5,"High-Energy-Astrophysical-Phenomena"
"black","radio",0,5,"High-Energy-Astrophysical-Phenomena"
"black","pulsar",0,5,"High-Energy-Astrophysical-Phenomena"
"black","array",0,5,"High-Energy-Astrophysical-Phenomena"
"black","disk",0,5,"High-Energy-Astrophysical-Phenomena"
"black","galaxy",2,5,"High-Energy-Astrophysical-Phenomena
"black","jet",0,5,"High-Energy-Astrophysical-Phenomena"
"black","debri",0,5,"High-Energy-Astrophysical-Phenomena"
"black","young",0,5,"High-Energy-Astrophysical-Phenomena"
"black","black",0,5,"High-Energy-Astrophysical-Phenomena"
"black","cloud",0,5,"High-Energy-Astrophysical-Phenomena"
"black","white",0,5,"High-Energy-Astrophysical-Phenomena"
"black","molecular",0,5,"High-Energy-Astrophysical-Phenomena"
"black","neutron",0,5,"High-Energy-Astrophysical-Phenomena"
"black","star",0,5,"High-Energy-Astrophysical-Phenomena"
"black","dwarf",0,5,"High-Energy-Astrophysical-Phenomena"
"black","dark",0,5,"High-Energy-Astrophysical-Phenomena"
"black","formation",0,5,"High-Energy-Astrophysical-Phenomena"
"black","magellanic",0,5,"High-Energy-Astrophysical-Phenomena"
"black","hole",4,5,"High-Energy-Astrophysical-Phenomena
"black","data",0,5,"High-Energy-Astrophysical-Phenomena"
"black","supermassive",3,5,"High-Energy-Astrophysical-Phenomena
"black","blazar",0,5,"High-Energy-Astrophysical-Phenomena"
"black","simulation",1,5,"High-Energy-Astrophysical-Phenomena
"black","large",0,5,"High-Energy-Astrophysical-Phenomena"
"black","matter",0,5,"High-Energy-Astrophysical-Phenomena"
"black","relation",0,5,"High-Energy-Astrophysical-Phenomena"
"cloud","cluster",0,19,"Astrophysics-of-Galaxies"
"cloud","radio",0,19,"Astrophysics-of-Galaxies"
"cloud","pulsar",0,19,"Astrophysics-of-Galaxies"
"cloud","array",0,19,"Astrophysics-of-Galaxies"
"cloud","disk",0,19,"Astrophysics-of-Galaxies"
"cloud","galaxy",0,19,"Astrophysics-of-Galaxies"
"cloud","jet",0,19,"Astrophysics-of-Galaxies"
"cloud","debri",0,19,"Astrophysics-of-Galaxies"
"cloud","young",0,19,"Astrophysics-of-Galaxies"
"cloud","black",0,19,"Astrophysics-of-Galaxies"
"cloud","cloud",0,19,"Astrophysics-of-Galaxies"
"cloud","white",0,19,"Astrophysics-of-Galaxies"
"cloud","molecular",0,19,"Astrophysics-of-Galaxies"
"cloud","neutron",0,19,"Astrophysics-of-Galaxies"
"cloud","star",0,19,"Astrophysics-of-Galaxies"
"cloud","dwarf",0,19,"Astrophysics-of-Galaxies"
"cloud","dark",0,19,"Astrophysics-of-Galaxies"
"cloud","formation",0,19,"Astrophysics-of-Galaxies"
"cloud","magellanic",0,19,"Astrophysics-of-Galaxies"
"cloud","hole",0,19,"Astrophysics-of-Galaxies"
"cloud","data",0,19,"Astrophysics-of-Galaxies"
"cloud","supermassive",0,19,"Astrophysics-of-Galaxies"
"cloud","blazar",0,19,"Astrophysics-of-Galaxies"
"cloud","simulation",0,19,"Astrophysics-of-Galaxies"
"cloud","large",0,19,"Astrophysics-of-Galaxies"
"cloud","matter",0,19,"Astrophysics-of-Galaxies"
"cloud","relation",0,19,"Astrophysics-of-Galaxies"
"white","cluster",0,17,"Solar-and-Stellar-Astrophysics"
"white","radio",0,17,"Solar-and-Stellar-Astrophysics"
"white","pulsar",0,17,"Solar-and-Stellar-Astrophysics"
"white","array",0,17,"Solar-and-Stellar-Astrophysics"
"white","disk",0,17,"Solar-and-Stellar-Astrophysics"
"white","galaxy",0,17,"Solar-and-Stellar-Astrophysics"
"white","jet",0,17,"Solar-and-Stellar-Astrophysics"
"white","debri",0,17,"Solar-and-Stellar-Astrophysics"
"white","young",0,17,"Solar-and-Stellar-Astrophysics"
"white","black",0,17,"Solar-and-Stellar-Astrophysics"
"white","cloud",0,17,"Solar-and-Stellar-Astrophysics"
"white","white",0,17,"Solar-and-Stellar-Astrophysics"
"white","molecular",0,17,"Solar-and-Stellar-Astrophysics"
"white","neutron",0,17,"Solar-and-Stellar-Astrophysics"
"white","star",0,17,"Solar-and-Stellar-Astrophysics"
"white","dwarf",0,17,"Solar-and-Stellar-Astrophysics"
"white","dark",0,17,"Solar-and-Stellar-Astrophysics"
"white","formation",0,17,"Solar-and-Stellar-Astrophysics"
"white","magellanic",0,17,"Solar-and-Stellar-Astrophysics"
"white","hole",0,17,"Solar-and-Stellar-Astrophysics"
"white","data",1,17,"Solar-and-Stellar-Astrophysics
"white","supermassive",0,17,"Solar-and-Stellar-Astrophysics"
"white","blazar",0,17,"Solar-and-Stellar-Astrophysics"
"white","simulation",0,17,"Solar-and-Stellar-Astrophysics"
"white","large",0,17,"Solar-and-Stellar-Astrophysics"
"white","matter",0,17,"Solar-and-Stellar-Astrophysics"
"white","relation",0,17,"Solar-and-Stellar-Astrophysics"
"molecular","cluster",0,19,"Astrophysics-of-Galaxies"
"molecular","radio",0,19,"Astrophysics-of-Galaxies"
"molecular","pulsar",0,19,"Astrophysics-of-Galaxies"
"molecular","array",0,19,"Astrophysics-of-Galaxies"
"molecular","disk",1,19,"Astrophysics-of-Galaxies
"molecular","galaxy",1,19,"Astrophysics-of-Galaxies
"molecular","jet",0,19,"Astrophysics-of-Galaxies"
"molecular","debri",0,19,"Astrophysics-of-Galaxies"
"molecular","young",0,19,"Astrophysics-of-Galaxies"
"molecular","black",0,19,"Astrophysics-of-Galaxies"
"molecular","cloud",3,19,"Astrophysics-of-Galaxies
"molecular","white",0,19,"Astrophysics-of-Galaxies"
"molecular","molecular",0,19,"Astrophysics-of-Galaxies"
"molecular","neutron",0,19,"Astrophysics-of-Galaxies"
"molecular","star",0,19,"Astrophysics-of-Galaxies"
"molecular","dwarf",0,19,"Astrophysics-of-Galaxies"
"molecular","dark",0,19,"Astrophysics-of-Galaxies"
